限 xian4 9
妹 mei4 8
姑 gu1 8
姐 jie3 8
姓 xing4 8
妮 ni1 8
始 shi3 8
姆 mu3 8
迢 tiao2 8
驾 jia4 8
叁 san1 8
参 "can1, shen1, cen1" 8
艰 jian1 8
线 xian4 8
练 lian4 8
组 zu3 8
绅 shen1 8
细 xi4 8
驶 shi3 8
织 zhi1 8
驹 ju1 8
终 zhong1 8
驻 zhu4 8
绊 ban4 8
驼 tuo2 8
绍 shao4 8
绎 yi4 8
经 "jing1, jing4" 8
贯 guan4 8
契 qi4 9
贰 er4 9
奏 zou4 9
春 chun1 9
帮 bang1 10
玷 dian4 9
珍 zhen1 9
玲 ling2 9
珊 shan1 9
玻 bo1 9
毒 du2 8
型 xing2 9
拭 shi4 9
挂 gua4 9
封 feng1 9
持 chi2 9
拷 kao3 9
拱 gong3 9
项 xiang4 9
垮 kua3 9
挎 kua4 9
城 cheng2 9
挟 xie2 9
挠 nao2 9
政 zheng4 9
赴 fu4 9
赵 zhao4 9
挡 "dang3, dang4" 9
拽 zhuai4 9
哉 zai1 9
挺 ting3 10
括 kuo4 9
垢 gou4 9
拴 shuan1 9
拾 "shi2, she4" 9
挑 "tiao3, tiao1" 9
垛 "duo3, duo4" 9
指 zhi3 9
垫 dian4 9
挣 "zheng4, zheng1" 9
挤 ji3 9
拼 pin1 9
挖 wa1 9
按 an4 9
挥 hui1 9
挪 nuo2 10
拯 zheng3 9
某 mou3 9
甚 shen4 9
荆 jing1 12
茸 rong2 9
革 ge2 8
茬 cha2 9
荐 jian4 9
巷 "xiang4, hang4" 9
带 dai4 9
草 cao3 9
茧 jian3 9
茵 yin1 9
茶 cha2 9
荒 huang1 9
茫 mang2 9
荡 dang4 9
荣 rong2 9
荤 hun1 9
荧 ying2 9
故 gu4 9
胡 hu2 9
荫 "yin1, yin4" 10
荔 li4 9
南 "nan2, na1" 9
药 yao4 9
标 biao1 9
栈 zhan4 9
柑 gan1 9
枯 ku1 9
柄 bing3 9
栋 dong4 9
相 "xiang1, xiang4" 9
查 "cha2, zha1" 9
柏 "bai3, bo2" 9
栅 "zha4, shan1" 9
柳 liu3 9
柱 zhu4 9
柿 shi4 8
栏 lan2 9
柠 ning2 9
树 shu4 9
勃 bo2 9
要 "yao4, yao1" 9
柬 jian3 9
咸 xian2 9
威 wei1 9
歪 wai1 9
研 yan2 9
砖 zhuan1 9
厘 li2 10
厚 hou4 9
砌 qi4 9
砂 sha1 9
泵 beng4 9
砚 yan4 9
砍 kan3 9
面 mian4 9
耐 nai4 9
耍 shua3 9
牵 qian1 9
